Data Source in SDW: http://sdw/browse.do?node=BASKET109379
,FM.B.U2.EUR.BL.EI.SX5E.HST,FM.B.U2.EUR.BL.VL.V2X.HST,FM.B.US.EUR.DS.EI.CBOEVIX_E0.HST,FM.B.US.USD.BL.VL.VIX.HST,FM.B.US.USD.DS.EI.CBOEVIX.HST,FM.B.US.USD.DS.EI.S_PCOMP.HST
,"Euro area (changing composition), Euro, Bloomberg, Equity/index, Dow Jones Euro Stoxx 50 EUR Price Index","Euro area (changing composition), Euro, Bloomberg, Volatility, Dow Jones EURO STOXX 50 Volatility Index VSTOXX","United States, Euro, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, Bloomberg, Volatility, Chicago Board Options Exchange (CBOE) SPX Volatility Index","United States, US dollar, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, DataStream, Equity/index, Standard and Poors 500 Composite Index"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Points ],[Percent per annum ],[Points ],[Percent per annum ],[Points ],[Points ]
2018-10-30,3147.1300,22.2249,20.5500,23.3500,23.3500,2682.6300
2018-10-29,3154.9300,22.2872,21.6900,24.7000,24.7000,2641.2500
2018-10-26,3134.8900,23.7391,21.2500,24.1600,24.1600,2658.6900
2018-10-25,3164.4000,20.7552,21.2800,24.2200,24.2200,2705.5700
2018-10-24,3130.3300,21.9772,22.1400,25.2300,25.2300,2656.1000
2018-10-23,3140.9400,21.3624,18.0700,20.7100,20.7100,2740.6900
2018-10-22,3190.0900,19.3581,17.1200,19.6400,19.6400,2755.8800
2018-10-19,3210.8200,18.7838,17.3000,19.8900,19.8900,2767.7800
2018-10-18,3211.5900,18.1712,17.4600,20.0600,20.0600,2768.7800
2018-10-17,3243.0800,17.0163,15.0900,17.4000,17.4000,2809.2100
2018-10-16,3257.3400,16.8341,15.2200,17.6200,17.6200,2809.9200
2018-10-15,3210.3700,19.0703,18.3800,21.3000,21.3000,2750.7900
2018-10-12,3194.4100,20.2103,18.4300,21.3100,21.3100,2767.1300
2018-10-11,3209.1900,21.2373,21.6100,24.9800,24.9800,2728.3700
2018-10-10,3266.9000,18.4029,19.9100,22.9600,22.9600,2785.6800
2018-10-09,3321.7900,16.9002,13.9100,15.9500,15.9500,2880.3400
2018-10-08,3309.7200,17.6264,13.6800,15.6900,15.6900,2884.4300
2018-10-05,3345.5100,16.6807,12.8700,14.8200,14.8200,2885.5700
2018-10-04,3375.0800,16.0249,12.3400,14.2200,14.2200,2901.6100
2018-10-03,3405.4800,14.6064,10.0600,11.6100,11.6100,2925.5100
2018-10-02,3388.9900,15.4784,10.4300,12.0500,12.0500,2923.4300
2018-10-01,3414.1600,14.2333,10.3600,12.0000,12.0000,2924.5900
2018-09-28,3399.2000,14.7637,10.4400,12.1200,12.1200,2913.9800
2018-09-27,3449.7900,13.1710,10.6300,12.4100,12.4100,2914.0000
2018-09-26,3433.1500,12.8518,10.9700,12.8900,12.8900,2905.9700
2018-09-25,3419.7800,13.1636,10.5400,12.4200,12.4200,2915.5600
2018-09-24,3410.4400,13.7328,10.3500,12.2000,12.2000,2919.3700
2018-09-21,3430.8100,12.8151,9.9300,11.6800,11.6800,2929.6700
2018-09-20,3403.1200,13.1843,10.0400,11.8000,11.8000,2930.7500
2018-09-19,3368.5600,13.5296,10.0700,11.7500,11.7500,2907.9500
2018-09-18,3358.4600,14.3560,10.9300,12.7900,12.7900,2904.3100
2018-09-17,3346.1100,14.5708,11.7000,13.6800,13.6800,2888.8000
2018-09-14,3344.6300,13.8963,10.3500,12.0700,12.0700,2904.9800
2018-09-13,3333.6800,14.5934,10.6000,12.3700,12.3700,2904.1800
2018-09-12,3326.6000,15.3235,11.3000,13.1400,13.1400,2888.9200
2018-09-11,3311.6600,15.7862,11.4100,13.2200,13.2200,2887.8900
2018-09-10,3309.2800,15.8948,12.2000,14.1600,14.1600,2877.1300
2018-09-07,3293.3600,16.4546,12.8500,14.8800,14.8800,2871.6800
2018-09-06,3295.9500,17.1012,12.6000,14.6500,14.6500,2878.0500
2018-09-05,3315.6200,17.2886,11.9600,13.9100,13.9100,2888.6000
2018-09-04,3359.3600,16.3854,11.3900,13.1600,13.1600,2896.7200
2018-09-03,3394.9900,15.4945,,,,
2018-08-31,3392.9000,15.6343,11.0500,12.8600,12.8600,2901.5200
2018-08-30,3430.9900,14.1532,11.6100,13.5300,13.5300,2901.1300
2018-08-29,3456.1300,12.9914,10.4800,12.2500,12.2500,2914.0400
2018-08-28,3447.5700,13.1602,10.6700,12.5000,12.5000,2897.5200
2018-08-27,3456.0100,13.1149,10.4200,12.1600,12.1600,2896.7400
2018-08-24,3427.4400,13.1882,10.3100,11.9900,11.9900,2874.6900
2018-08-23,3419.2600,13.6438,10.7200,12.4100,12.4100,2856.9800
2018-08-22,3420.1800,13.8512,10.5600,12.2500,12.2500,2861.8200
2018-08-21,3411.6600,13.8748,11.1600,12.8600,12.8600,2862.9600
2018-08-20,3393.6700,14.5019,10.9300,12.4900,12.4900,2857.0500
2018-08-17,3372.9400,16.0982,11.0800,12.6400,12.6400,2850.1300
2018-08-16,3377.5600,16.2633,11.8100,13.4500,13.4500,2840.6900
2018-08-15,3359.0800,18.4755,12.9400,14.6400,14.6400,2818.3700
2018-08-14,3409.4400,15.8610,11.7000,13.3100,13.3100,2839.9600
2018-08-13,3409.6800,15.9406,12.9500,14.7800,14.7800,2821.9300
2018-08-10,3426.2800,15.1113,11.5100,13.1600,13.1600,2833.2800
2018-08-09,3494.1300,12.4882,9.7400,11.2700,11.2700,2853.5800
2018-08-08,3493.6000,12.8654,9.3500,10.8500,10.8500,2857.7000
2018-08-07,3504.3700,12.6265,9.4300,10.9300,10.9300,2858.4500
2018-08-06,3483.3000,13.4700,9.7500,11.2700,11.2700,2850.4000
2018-08-03,3482.4000,13.3973,10.0400,11.6400,11.6400,2840.3500
2018-08-02,3469.2100,14.5051,10.5000,12.1900,12.1900,2827.2200
2018-08-01,3509.2300,13.0280,11.2700,13.1500,13.1500,2813.3600
2018-07-31,3525.4900,12.5596,10.9700,12.8300,12.8300,2816.2900
2018-07-30,3512.3100,12.7107,12.1800,14.2600,14.2600,2802.6000
2018-07-27,3527.1800,11.6594,11.1800,13.0300,13.0300,2818.8200
2018-07-26,3509.2600,12.1361,10.4100,12.1400,12.1400,2837.4400
2018-07-25,3468.4500,13.5029,10.5300,12.2900,12.2900,2846.0700
2018-07-24,3483.3100,12.7259,10.6000,12.4100,12.4100,2820.4000
2018-07-23,3454.0500,14.1892,10.7800,12.6200,12.6200,2806.9800
2018-07-20,3460.0300,13.7747,10.9800,12.8600,12.8600,2801.8300
2018-07-19,3471.6400,12.8476,11.0800,12.8700,12.8700,2804.4900
2018-07-18,3485.0800,11.9617,10.3900,12.1000,12.1000,2815.6200
2018-07-17,3457.5000,12.5560,10.3200,12.0600,12.0600,2809.5500
2018-07-16,3449.0800,13.0323,10.9600,12.8300,12.8300,2798.4300
2018-07-13,3454.5400,12.8035,10.4400,12.1800,12.1800,2801.3100
2018-07-12,3445.4900,13.4596,10.7700,12.5800,12.5800,2798.2900
2018-07-11,3422.3500,14.5961,11.6300,13.6300,13.6300,2774.0200
2018-07-10,3473.3100,12.9935,10.7800,12.6400,12.6400,2793.8400
2018-07-09,3460.4400,14.0711,10.7900,12.6900,12.6900,2784.1700
2018-07-06,3448.4900,14.7428,11.3700,13.3700,13.3700,2759.8200
2018-07-05,3440.9200,15.7310,12.7900,14.9700,14.9700,2736.6100
2018-07-04,3412.0300,16.2213,,,,
2018-07-03,3406.3400,16.3909,13.8500,16.1400,16.1400,2713.2200
2018-07-02,3372.2100,17.9959,13.4400,15.6000,15.6000,2726.7100
2018-06-29,3395.6000,16.6333,13.7800,16.0900,16.0900,2718.3700
2018-06-28,3365.5200,18.4191,14.5500,16.8500,16.8500,2716.3100
2018-06-27,3397.1300,17.1802,15.4500,17.9100,17.9100,2699.6300
2018-06-26,3368.7200,17.2411,13.6500,15.9200,15.9200,2723.0600
2018-06-25,3369.2100,17.8727,14.8300,17.3300,17.3300,2717.0700
2018-06-22,3441.6000,14.2065,11.8300,13.7700,13.7700,2754.8800
2018-06-21,3403.5100,16.0901,12.6100,14.6400,14.6400,2749.7600
2018-06-20,3439.6000,13.9834,11.0500,12.7900,12.7900,2767.3200
2018-06-19,3435.3000,14.8685,11.5400,13.3500,13.3500,2762.5900
2018-06-18,3466.6500,13.7630,10.6000,12.3100,12.3100,2773.7500
2018-06-15,3505.0200,12.1297,10.3100,11.9800,11.9800,2779.6600
2018-06-14,3527.1100,11.4418,10.4000,12.1200,12.1200,2782.4900
2018-06-13,3479.5600,13.1980,10.9900,12.9400,12.9400,2775.6300
2018-06-12,3475.5800,13.6885,10.4700,12.3400,12.3400,2786.8500
2018-06-11,3480.2200,13.9917,10.4600,12.3500,12.3500,2782.0000
2018-06-08,3447.3000,14.9616,10.3500,12.1800,12.1800,2779.0300
2018-06-07,3459.7700,14.4204,10.2600,12.1300,12.1300,2770.3700
2018-06-06,3460.8200,14.7989,9.8800,11.6400,11.6400,2772.3500
2018-06-05,3456.7900,14.7988,10.6300,12.4000,12.4000,2748.8000
2018-06-04,3469.5700,14.3641,10.8900,12.7400,12.7400,2746.8700
2018-06-01,3453.5400,15.6231,11.5400,13.4600,13.4600,2734.6200
2018-05-31,3406.6500,17.6547,13.2200,15.4300,15.4300,2705.2700
2018-05-30,3441.1900,18.3411,12.8700,14.9400,14.9400,2724.0100
2018-05-29,3428.1400,20.1545,14.7200,16.5100,17.0200,2689.8600
2018-05-28,3482.6400,17.7786,,,,
2018-05-25,3515.3600,16.0228,11.3400,13.2200,13.2200,2721.3300
2018-05-24,3521.7600,15.6902,10.6900,12.5300,12.5300,2727.7600
2018-05-23,3541.8200,15.0616,10.7500,12.5800,12.5800,2733.2900
2018-05-22,3587.2500,12.9845,11.2300,13.2200,13.2200,2724.4400
2018-05-21,3572.5700,13.7761,11.1300,13.0800,13.0800,2733.0100
2018-05-18,3573.7600,13.9673,11.4000,13.4200,13.4200,2712.9700
2018-05-17,3592.1800,13.0848,11.3900,13.4300,13.4300,2720.1300
2018-05-16,3562.8500,13.5725,11.3900,13.4200,13.4200,2722.4600
2018-05-15,3564.2900,12.6765,12.3300,14.6300,14.6300,2711.4500
2018-05-14,3565.7400,12.6448,10.8000,12.9300,12.9300,2730.1300
2018-05-11,3565.5200,12.4351,10.5900,12.6500,12.6500,2727.7200
2018-05-10,3569.7100,12.8229,11.1400,13.2300,13.2300,2723.0700
2018-05-09,3569.7400,13.3529,11.3200,13.4200,13.4200,2697.7900
2018-05-08,3557.8800,13.7161,12.4100,14.7100,14.7100,2671.9200
2018-05-07,3564.1900,13.3159,12.3800,14.7500,14.7500,2672.6300
2018-05-04,3550.5900,13.4198,12.3800,14.7700,14.7700,2663.4200
2018-05-03,3529.1200,14.4576,13.3000,15.9000,15.9000,2629.7300
2018-05-02,3553.7900,13.5282,13.3600,15.9700,15.9700,2635.6700
2018-05-01,3536.2600,,12.9200,15.4900,15.4900,2654.8000
2018-04-30,3536.5200,13.7154,13.1800,15.9300,15.9300,2648.0500
2018-04-27,3518.7800,13.1315,12.7300,15.4100,15.4100,2669.9100
2018-04-26,3506.0300,13.6785,13.4100,16.2400,16.2400,2666.9400
2018-04-25,3485.8300,14.6576,14.6600,18.8600,17.8400,2639.4000
2018-04-24,3510.8800,13.4086,14.7500,18.0200,18.0200,2634.5600
2018-04-23,3513.0600,13.3280,13.3700,16.3400,16.3400,2670.2900
2018-04-20,3494.2000,13.7560,13.7500,16.8800,16.8800,2670.1400
2018-04-19,3486.6000,13.7415,12.9100,15.9600,15.9600,2693.1300
2018-04-18,3490.8900,13.0383,12.6000,15.8700,15.6000,2708.6400
2018-04-17,3477.9100,13.2880,12.3500,15.4200,15.2500,2706.3900
2018-04-16,3441.0400,14.5036,13.3900,16.5600,16.5600,2677.8400
2018-04-13,3448.0000,15.2974,14.1200,17.4100,17.4100,2656.3000
2018-04-12,3443.9700,15.8108,15.0100,18.9200,18.4900,2663.9900
2018-04-11,3419.7100,16.9837,16.3400,20.2400,20.2400,2642.1900
2018-04-10,3438.7800,16.3164,16.5800,21.2400,20.4700,2656.8700
2018-04-09,3414.8500,17.3530,17.6800,20.4400,21.7700,2613.1600
2018-04-06,3408.1000,17.4368,17.5300,21.4900,21.4900,2604.4700
2018-04-05,3429.9500,16.9025,15.4900,18.9400,18.9400,2662.8400
2018-04-04,3340.3500,19.5763,16.3100,22.4400,20.0600,2644.6900
2018-04-03,3346.9300,18.8146,17.1900,21.1000,21.1000,2614.4500
2018-04-02,,,19.1900,23.4200,23.6200,2581.8800
2018-03-29,3361.5000,17.4364,16.2400,20.4600,19.9700,2640.8700
2018-03-28,3331.2500,19.6857,18.5200,23.7600,22.8700,2605.0000
2018-03-27,3316.9500,18.9761,18.1500,20.2300,22.5000,2612.6200
2018-03-26,3278.7200,22.0543,16.9000,23.2900,21.0300,2658.5500
2018-03-23,3298.0700,21.0611,20.1200,23.7500,24.8700,2588.2600
2018-03-22,3348.1900,18.5510,18.9600,23.3400,23.3400,2643.6900
2018-03-21,3401.0400,14.8531,14.5600,17.8600,17.8600,2711.9300
2018-03-20,3412.0800,15.3836,14.8300,18.5700,18.2000,2716.9400
2018-03-19,3394.7900,16.4988,15.4300,19.9700,19.0200,2712.9200
2018-03-16,3437.4000,13.3890,12.8700,15.8000,15.8000,2752.0100
2018-03-15,3414.1300,15.2246,13.4700,16.5900,16.5900,2747.3300
2018-03-14,3390.9800,16.9106,13.9400,17.2300,17.2300,2749.4800
2018-03-13,3397.3500,16.6195,13.1900,16.3500,16.3500,2765.3100
2018-03-12,3429.4800,15.4002,12.8100,15.7800,15.7800,2783.0200
2018-03-09,3420.5400,15.4054,11.8800,14.6400,14.6400,2786.5700
2018-03-08,3413.2800,16.6065,13.4200,16.5400,16.5400,2738.9700
2018-03-07,3377.3600,18.1733,14.3200,18.8000,17.7600,2726.8000
2018-03-06,3357.8600,18.6852,14.8100,18.3600,18.3600,2728.1200
2018-03-05,3355.3200,18.8922,15.1900,18.7300,18.7300,2720.9400
2018-03-02,3324.7500,23.3860,15.9100,19.5900,19.5900,2691.2500
2018-03-01,3399.1600,20.5673,18.4500,22.4700,22.4700,2677.6700
2018-02-28,3438.9600,18.0002,16.2700,19.8500,19.8500,2713.8300
2018-02-27,3458.0300,17.5944,15.1900,18.5900,18.5900,2744.2800
2018-02-26,3463.1800,16.7709,12.8600,15.8000,15.8000,2779.6000
2018-02-23,3441.4600,18.1752,13.4100,16.4900,16.4900,2747.3000
2018-02-22,3431.9900,18.6903,15.2000,18.7200,18.7200,2703.9600
2018-02-21,3430.1600,18.6489,16.2500,20.0200,20.0200,2701.3300
2018-02-20,3435.0800,18.8295,16.6900,20.4600,20.6000,2716.2600
2018-02-19,3407.7900,19.1283,,,,
2018-02-16,3426.8000,17.7606,15.6300,19.4600,19.4600,2732.2200
2018-02-15,3389.6300,20.5158,15.3300,19.1300,19.1300,2731.2000
2018-02-14,3369.8300,20.7053,15.5200,19.2600,19.2600,2698.6300
2018-02-13,3340.9300,25.9501,20.2100,24.9700,24.9700,2662.9400
2018-02-12,3368.2500,28.1478,20.8600,27.4500,25.6100,2656.0000
2018-02-09,3325.9900,34.7370,23.7200,29.0600,29.0600,2619.5500
2018-02-08,3377.3000,32.0402,27.3000,33.4600,33.4600,2581.0000
2018-02-07,3454.5200,21.3656,22.5600,27.7300,27.7300,2681.6600
2018-02-06,3394.9200,30.1771,24.2900,29.9800,29.9800,2695.1400
2018-02-05,3478.7700,18.8550,30.0500,37.3200,37.3200,2648.9400
2018-02-02,3523.2800,17.5594,13.9200,17.3100,17.3100,2762.1300
2018-02-01,3577.3500,16.1394,10.8000,13.4700,13.4700,2821.9800
2018-01-31,3609.2900,15.1644,10.8700,13.5400,13.5400,2823.8100
2018-01-30,3606.7500,14.8110,11.9200,14.7900,14.7900,2822.4300
2018-01-29,3643.0400,13.2927,11.2000,13.8400,13.8400,2853.5300
2018-01-26,3647.4100,12.4779,8.9100,11.0800,11.0800,2872.8700
2018-01-25,3630.1500,12.6910,9.2600,11.5800,11.5800,2839.2500
2018-01-24,3643.2200,12.3924,9.2600,11.4700,11.4700,2837.5400
2018-01-23,3672.2900,11.9508,9.0300,11.1000,11.1000,2839.1300
2018-01-22,3665.2800,11.9678,9.0000,11.0300,11.0300,2832.9700
2018-01-19,3649.0700,11.8533,9.2200,11.2700,11.2700,2810.3000
2018-01-18,3620.9100,11.9883,9.9900,12.2200,12.2300,2798.0300
2018-01-17,3612.7800,11.9473,9.7300,11.9100,11.9100,2802.5600
2018-01-16,3622.0100,11.3466,9.5300,11.6600,11.6600,2776.4200
2018-01-15,3611.8100,11.0727,,,,
2018-01-12,3612.6100,10.9024,8.3600,10.1600,10.1600,2786.2400
2018-01-11,3595.2400,11.3595,8.2000,9.8800,9.8800,2767.5600
2018-01-10,3609.8300,11.7590,8.2000,10.3500,9.8200,2748.2300
2018-01-09,3622.8700,11.2620,8.4500,10.0800,10.0800,2751.2900
2018-01-08,3616.4500,11.4954,7.9500,9.5200,9.5200,2747.7100
2018-01-05,3607.6300,11.1245,7.6600,9.2200,9.2200,2743.1500
2018-01-04,3568.8800,11.4105,7.6400,9.2200,9.2200,2723.9900
2018-01-03,3509.8800,12.1367,7.6100,9.1500,9.1500,2713.0600
2018-01-02,3490.1900,13.3676,8.1100,9.7700,9.7700,2695.8100
2017-12-29,3503.9600,13.5114,9.1900,11.0400,11.0400,2673.6100
2017-12-28,3524.3100,13.6229,8.5300,10.1800,10.1800,2687.5400
2017-12-27,3550.1700,12.7143,8.8000,10.4700,10.4700,2682.6200
2017-12-26,,,8.6400,10.2500,10.2500,2680.5000
2017-12-22,3553.3900,12.0057,8.3700,9.9000,9.9000,2683.3400
2017-12-21,3570.7800,11.7371,8.1100,9.6200,9.6200,2684.5700
2017-12-20,3552.6500,12.5108,8.1800,9.7200,9.7200,2679.2500
2017-12-19,3582.2200,11.1970,8.4900,10.0300,10.0300,2681.4700
2017-12-18,3609.4200,10.6783,8.0700,9.5300,9.5300,2690.1600
2017-12-15,3560.5300,11.7920,8.0100,9.4200,9.4200,2675.8100
2017-12-14,3556.2200,12.2635,8.9100,10.4900,10.4900,2652.0100
2017-12-13,3581.7500,12.7344,8.6600,10.1800,10.1800,2662.8500
2017-12-12,3600.3500,12.4734,8.4600,9.9200,9.9200,2664.1100
2017-12-11,3582.2100,12.9236,7.9200,9.3400,9.3400,2659.9900
2017-12-08,3591.4500,12.8484,8.1500,9.5800,9.5800,2651.5000
2017-12-07,3573.1300,13.4513,8.6200,10.1600,10.1600,2636.9800
2017-12-06,3561.5700,13.9107,9.3500,11.0200,11.0200,2629.2700
2017-12-05,3570.5700,13.1587,9.5800,11.3300,11.3300,2629.5700
2017-12-04,3576.2200,13.7242,9.8600,11.6800,11.6800,2639.4400
2017-12-01,3527.5500,16.0124,9.6300,11.4300,11.4300,2642.2200
2017-11-30,3569.9300,13.4708,9.4600,11.2800,11.2800,2647.5800
2017-11-29,3589.9100,13.5436,9.0300,10.7000,10.7000,2626.0700
2017-11-28,3583.4900,12.8773,8.4500,10.0300,10.0300,2627.0400
2017-11-27,3564.0200,13.5459,8.2800,9.8700,9.8700,2601.4200
2017-11-24,3581.2300,12.8582,8.1000,9.6700,9.6700,2602.4200
2017-11-23,3572.0700,12.7296,,,,
2017-11-22,3562.6500,12.8717,8.3800,9.8800,9.8800,2597.0800
2017-11-21,3579.3200,12.9355,8.3000,9.7300,9.7300,2599.0300
2017-11-20,3561.4100,13.7039,9.0600,10.6500,10.6500,2582.1400
2017-11-17,3547.4600,14.7428,9.7000,11.4300,11.4300,2578.8500
2017-11-16,3564.8000,15.0291,9.9900,11.7600,11.7600,2585.6400
2017-11-15,3545.7200,15.5778,11.1300,13.1300,13.1300,2564.6200
2017-11-14,3556.3800,15.2348,9.8600,11.5900,11.5900,2578.8700
2017-11-13,3574.5200,14.3816,9.8600,11.5000,11.5000,2584.8400
2017-11-10,3593.7600,14.4530,9.6800,11.2900,11.2900,2582.3000
2017-11-09,3612.5000,13.9158,9.0300,10.5000,10.5000,2584.6200
2017-11-08,3655.0400,12.4069,8.4400,9.7800,9.7800,2594.3800
2017-11-07,3658.7700,12.1337,8.5400,9.8900,9.8900,2590.6400
2017-11-06,3682.3600,11.6934,8.1100,9.4000,9.4000,2591.1300
2017-11-03,3689.9600,11.5635,7.8700,9.1400,9.1400,2587.8400
2017-11-02,3688.8000,12.0219,8.5100,9.9300,9.9300,2579.8500
2017-11-01,3697.4000,11.7924,8.7800,10.2000,10.2000,2579.3600
2017-10-31,3673.9500,11.9864,8.7400,10.1800,10.1800,2575.2600
2017-10-30,3662.1800,12.8308,9.0300,10.5000,10.5000,2572.8300
2017-10-27,3652.2300,12.4951,8.4600,9.8000,9.8000,2581.0700
2017-10-26,3637.2000,12.9159,9.6600,11.3000,11.3000,2560.4000
2017-10-25,3591.4600,14.5349,9.5100,11.2300,11.2300,2557.1500
2017-10-24,3610.6900,12.9424,9.4900,11.1600,11.1600,2569.1300
2017-10-23,3608.8700,12.5904,9.4300,11.0700,11.0700,2564.9800
2017-10-20,3605.0900,12.2167,8.4600,9.9700,9.9700,2575.2100
2017-10-19,3602.0800,12.4435,8.4800,10.0500,10.0500,2562.1000
2017-10-18,3619.6500,11.0514,8.5500,10.0700,10.0700,2561.2600
2017-10-17,3607.7700,11.6299,8.7700,10.3100,10.3100,2559.3600
2017-10-16,3606.2700,11.9037,8.4000,9.9100,9.9100,2557.6400
2017-10-13,3604.5500,11.8458,8.1200,9.6100,9.6100,2553.1700
2017-10-12,3605.5400,12.3247,8.3700,9.9100,9.9100,2550.9300
2017-10-11,3607.3900,12.6695,8.3200,9.8500,9.8500,2555.2400
2017-10-10,3598.7900,13.3944,8.5300,10.0800,10.0800,2550.6400
2017-10-09,3610.5000,12.6102,8.8000,10.3300,10.3300,2544.7300
2017-10-06,3603.3200,12.5055,8.2300,9.6500,9.6500,2549.3300
2017-10-05,3613.5400,12.0870,7.8400,9.1900,9.1900,2552.0700
2017-10-04,3594.9100,12.7752,8.1900,9.6300,9.6300,2537.7400
2017-10-03,3605.7300,11.8365,8.0900,9.5100,9.5100,2534.5800
2017-10-02,3602.6900,12.1739,8.0500,9.4500,9.4500,2529.1200
2017-09-29,3594.8500,12.1208,8.0400,9.5100,9.5100,2519.3600
2017-09-28,3563.6400,12.1259,8.1000,9.5500,9.5500,2510.0600
2017-09-27,3555.1700,12.1282,8.4100,9.8700,9.8700,2507.0400
2017-09-26,3536.3800,12.5406,8.6400,10.1700,10.1700,2496.8400
2017-09-25,3537.8100,12.3663,8.6000,10.2100,10.2100,2496.6600
2017-09-22,3541.4200,11.7080,8.0100,9.5900,9.5900,2502.2200
2017-09-21,3539.5900,11.1906,8.1100,9.6700,9.6700,2500.6000
2017-09-20,3525.5500,11.7949,8.1500,9.7800,9.7800,2508.2400
2017-09-19,3531.1800,11.7216,8.5000,10.1800,10.1800,2506.6500
2017-09-18,3526.7400,11.9430,8.4900,10.1500,10.1500,2503.8700
2017-09-15,3515.5500,12.1972,8.5000,10.1700,10.1700,2500.2300
2017-09-14,3526.4800,12.2739,8.7900,10.4400,10.4400,2495.6200
2017-09-13,3523.1400,13.0423,8.8100,10.5000,10.5000,2498.3700
2017-09-12,3512.5600,13.4464,8.8500,10.5800,10.5800,2496.4800
2017-09-11,3495.1900,13.9600,8.9500,10.7300,10.7300,2488.1100
2017-09-08,3447.6900,15.1990,10.0800,12.1200,12.1200,2461.4300
2017-09-07,3447.6600,15.1482,9.6200,11.5500,11.5500,2465.1000
2017-09-06,3433.8000,16.3786,9.7400,11.6300,11.6300,2465.5400
2017-09-05,3420.8600,16.4848,10.2600,12.2300,12.2300,2457.8500
2017-09-04,3430.4200,16.2117,,,,
2017-09-01,3443.8800,14.7167,8.5300,10.1300,10.1300,2476.5500
2017-08-31,3421.4700,15.6317,8.9100,10.5900,10.5900,2471.6500
2017-08-30,3403.7100,16.4680,9.4200,11.2200,11.2200,2457.5900
2017-08-29,3388.2200,17.3169,9.7300,11.7000,11.7000,2446.3000
2017-08-28,3421.0300,15.8508,9.4700,11.3200,11.3200,2444.2400
2017-08-25,3438.5500,15.3262,9.5000,11.2800,11.2800,2443.0500
2017-08-24,3444.7300,15.6665,10.3600,12.2300,12.2300,2438.9700
2017-08-23,3438.6300,16.2275,10.3700,12.2500,12.2500,2444.0400
2017-08-22,3455.5900,16.4120,9.6500,11.3500,11.3500,2452.5100
2017-08-21,3423.5300,18.5553,11.1600,13.1900,13.1900,2428.3700
2017-08-18,3446.0300,17.5746,12.1400,14.2600,14.2600,2425.5500
2017-08-17,3461.9700,15.3859,13.2400,15.5500,15.5500,2430.0100
2017-08-16,3484.5700,14.2468,10.0300,11.7400,11.7400,2468.1100
2017-08-15,3461.9100,14.8801,10.2700,12.0400,12.0400,2464.6100
2017-08-14,3450.6600,15.6664,10.4600,12.3300,12.3300,2465.8400
2017-08-11,3406.3400,19.3101,13.1500,15.5100,15.5100,2441.3200
2017-08-10,3433.5400,18.9131,13.6500,16.0400,16.0400,2438.2100
2017-08-09,3468.4500,15.0152,9.4600,11.1100,11.1100,2474.0200
2017-08-08,3515.6300,12.7883,9.3400,10.9600,10.9600,2474.9200
2017-08-07,3505.8000,13.1992,8.4200,9.9300,9.9300,2480.9100
2017-08-04,3507.4100,13.0654,8.5300,10.0300,10.0300,2476.8300
2017-08-03,3466.3700,13.7302,8.7900,10.4400,10.4400,2472.1600
2017-08-02,3459.3200,13.7531,8.6700,10.2800,10.2800,2477.5700
2017-08-01,3477.3900,13.4724,8.5400,10.0900,10.0900,2476.3500
2017-07-31,3449.3600,13.9033,8.7000,10.2600,10.2600,2470.3000
2017-07-28,3467.7300,13.7331,8.7600,10.2900,10.2900,2472.1000
2017-07-27,3493.1400,12.7697,8.6700,10.1100,10.1100,2475.4200
2017-07-26,3491.1900,12.9971,8.2500,9.6000,9.6000,2477.8300
2017-07-25,3473.5400,13.6357,8.0900,9.4300,9.4300,2477.1300
2017-07-24,3453.1700,15.0827,8.1000,9.4300,9.4300,2469.9100
2017-07-21,3451.7100,15.3262,8.0300,9.3600,9.3600,2472.5400
2017-07-20,3499.4900,13.0879,8.2300,9.5800,9.5800,2473.4500
2017-07-19,3500.2800,13.2685,8.5000,9.7900,9.7900,2473.8300
2017-07-18,3478.6800,13.6841,8.5400,9.8900,9.8900,2460.6100
2017-07-17,3516.3500,12.6334,8.5600,9.8200,9.8200,2459.1400
2017-07-14,3525.9400,12.6504,8.3100,9.5100,9.5100,2459.2700
2017-07-13,3527.8300,13.1228,8.6800,9.9000,9.9000,2447.8300
2017-07-12,3515.2300,13.7485,9.0200,10.3000,10.3000,2443.2500
2017-07-11,3464.4800,14.7732,9.5400,10.8900,10.8900,2425.5300
2017-07-10,3478.0600,14.7830,9.7600,11.1100,11.1100,2427.4300
2017-07-07,3463.8400,15.1824,9.8200,11.1900,11.1900,2425.1800
2017-07-06,3462.0600,15.4722,11.0000,12.5400,12.5400,2409.7500
2017-07-05,3478.4100,14.7011,9.7700,11.0700,11.0700,2432.5400
2017-07-04,3479.4700,14.3929,,,,
2017-07-03,3491.8100,14.4888,9.8700,11.2200,11.2200,2429.0100
2017-06-30,3441.8800,17.2533,9.8000,11.1800,11.1800,2423.4100
2017-06-29,3471.3300,17.6032,10.0100,11.4400,11.4400,2419.7000
2017-06-28,3535.7000,14.8525,8.8300,10.0300,10.0300,2440.6900
2017-06-27,3538.3200,14.7743,9.8000,11.0600,11.0600,2419.3800
