ISIN,NAME,count,avgSharesEU,avgSharesEUplus,avgSharesUS,avgSharesUSplus
US6117421072,MONSTER WORLDWIDE DEAD - DELIST.01/11/16,42,0.112019927292183,0.149359903056244,0.495838785394981,0.651323609318117
US6153691059,MOODY'S,90,0,0.308759842519685,0.600364834567318,0.600364834567318
US6174464486,MORGAN STANLEY,92,0,0.178276267324895,0,0.52489888979263
US6200763075,MOTOROLA SOLUTIONS,92,0.0572592971464811,0.0715741214331014,0.576828273407618,0.576828273407618
US6267171022,MURPHY OIL,48,0.0799533608806395,0.106604481174186,0.422578009797444,0.525904639318396
US6293775085,NRG ENERGY,44,0.0195894030680335,0.0326490051133892,0.4,0.768290316456417
US62955J1034,NOV,64,0.0361878138418439,0.0482504184557919,0.498539480237548,0.498539480237548
US6311031081,NASDAQ,49,0,0,0.867694731553241,0.867694731553241
US6354051038,NATIONAL CITY DEAD - DELIST.12/01/09,44,0,0,1,1
US6376401039,NATIONAL SEMICON. DEAD - DELIST.26/09/11,54,0.121814854102271,0.182722281153407,0.263264892171621,0.263264892171621
US64110D1046,NETAPP,87,0.0676145902223127,0.321104385416124,0.428385686857908,0.571180915810544
US64110L1061,NETFLIX,41,0,0.103646377919247,0.749581873880123,0.99944249850683
US6501111073,NEW YORK TIMES 'A',51,0,0,1,1
US6512291062,NEWELL BRANDS (XSC),92,0.069745387743633,0.112161872279487,0.718827568156025,0.718827568156025
US6516391066,NEWMONT,92,0.290889153181353,0.727222882953383,0.122153436073044,0.262355378320134
US65339F1012,NEXTERA ENERGY,92,0,0,1,1
US6540861076,NICOR DEAD - AQCD.BY 906820,55,0,0,1,1
US6541061031,NIKE 'B',92,0.159891257953135,0.272195710987491,0.179878991604755,0.428128271996606
US65473P1057,NISOURCE,81,0,0,1,1
US6550441058,NOBLE ENERGY DEAD - DELIST.06/10/20,52,0.0164428374655647,0.065771349862259,0.665181678923304,0.665181678923304
US6556641008,NORDSTROM,89,0,0,1,1
US6558441084,NORFOLK SOUTHERN,92,0,0,0,1
US6658591044,NORTHERN TRUST,92,0,0,0.723891880203982,0.723891880203982
US6668071029,NORTHROP GRUMMAN,92,0.0113155248783934,0.0282888121959836,0.917027085686263,0.917027085686263
US6687711084,NORTONLIFELOCK,72,0.021453634085213,0.129136093245161,0.502732501279153,0.502732501279153
US6700061053,NOVELL DEAD - DELIST.28/04/11,53,0.185765602800325,0.305073965828442,0.557617928265878,0.557617928265878
US6700081010,NOVELLUS SYSTEMS DEAD - ACQD.BY 946387,48,0.0359768195133575,0.0359768195133575,0.0593858881182207,0.566630580037247
US6703461052,NUCOR,92,0,0,1,1
US67066G1040,NVIDIA,77,0.0928503093835772,0.0928503093835772,0.130834894557587,0.130834894557587
US67098H1041,O I GLASS,42,0.270847521848554,0.338559402310692,0.0588080774913807,0.380163987019702
US67103H1077,O REILLY AUTOMOTIVE,48,0,0,1,1
US6745991058,OCCIDENTAL PTL.,92,0,0,0.708200418436981,0.708200418436981
US67622P1012,OFFICEMAX DEAD - DELIST.06/11/13,41,0,0,0.852735867188217,0.852735867188217
US6795351047,OLD COPPER DEAD - DELIST.21/06/21,63,0,0,1,1
US6819191064,OMNICOM GROUP,92,0.134537075527371,0.313856104824477,0.215489575825643,0.418036476459351
US6826801036,ONEOK,58,0,0,1,1
US68389X1054,ORACLE,92,0.136399207463236,0.136399207463236,0.458381273932398,0.458381273932398
US69331C1080,PG&E,84,0,0,1,1
US6934751057,PNC FINL.SVS.GP.,92,0,0,1,1
US6935061076,PPG INDUSTRIES,92,0.182028669483292,0.251663372679639,0.432249824185794,0.536440952691991
US69351T1060,PPL,92,0.118930363207169,0.198217272011949,0.824423512999923,0.824423512999923
US6937181088,PACCAR,92,0.284241378953172,0.284241378953172,0.494664973676542,0.494664973676542
US6952571056,PACTIV DEAD - DELIST.17/11/10,44,0,0,0.860628501671355,0.860628501671355
US6964293079,PALL DEAD - ACQD.BY 912941,70,0.383497182673389,0.383497182673389,0,0.232017210998112
US7010941042,PARKER-HANNIFIN,92,0.0379120325478697,0.189560162739348,0,0.660613183890226
US7033951036,PATTERSON COMPANIES,49,0.0554289835514245,0.138572458878561,0.864933605712552,0.864933605712552
US7043261079,PAYCHEX,89,0,0,1,1
US7127041058,PEOPLES UNITED FINANCIAL,49,0,0,1,1
US7134481081,PEPSICO,92,0.0292978416969239,0.0366223021211548,0.585107642936988,0.585107642936988
US7140461093,PERKINELMER,92,0.169955989664402,0.212444987080503,0.398162132691448,0.398162132691448
US7170811035,PFIZER,92,0.0397690985015967,0.222304664583417,0.503054738647683,0.503054738647683
US7181721090,PHILIP MORRIS INTL.,52,0.53115099040934,0.62276354048274,0,0
US7234841010,PINNACLE WEST CAP.,85,0,0,1,1
US7237871071,PIONEER NTRL.RES.,50,0,0,0.89941473627249,0.89941473627249
US7244791007,PITNEY-BOWES,76,0,0,0.780902140007745,0.780902140007745
US7292511083,PLUM CREEK TIMBER DEAD - DELIST.22/02/16,56,0,0,1,1
US74005P1049,PRAXAIR DEAD - DELIST.31/10/18,83,0,0,0,0
US74144T1088,T ROWE PRICE GROUP,85,0,0,1,1
US74251V1026,PRINCIPAL FINL.GP.,74,0,0,0.944229883091204,0.944229883091204
US7427181091,PROCTER & GAMBLE,92,0,0,0.431686677548961,0.429397079330567
US7432631056,PROGRESS ENERGY DEAD - ACQD.BY 904383,58,0,0,1,1
US7433151039,PROGRESSIVE OHIO,92,0,0,1,1
US7443201022,PRUDENTIAL FINL.,74,0,0,0.715875307840477,0.715875307840477
US7445731067,PUB.SER.ENTER.GP.,92,0,0,0.986190761723596,0.986190761723596
US74460D1090,PUBLIC STORAGE,62,0,0,1,1
US7458671010,PULTEGROUP,92,0,0,0.998693980910549,0.998693980910549
US7472771010,QLOGIC DEAD - DELIST.17/08/16,41,0.0551515094968966,0.152871362565353,0.589964224000044,0.589964224000044
US7475251036,QUALCOMM,86,0.00921125324040627,0.0368450129616251,0.158724690513878,0.158724690513878
US74762E1029,QUANTA SERVICES,46,0,0,0.97172601322256,0.97172601322256
US74834L1008,QUEST DIAGNOSTICS,73,0,0,1,1
US7491211097,QWEST COMMS.INTL. DEAD - DELIST.01/04/11,43,0,0,1,1
US74979E1010,RS LEGACY DEAD - DELIST.09/10/15,54,0,0,1,1
US7512121010,RALPH LAUREN CL.A,56,0.20004834659367,0.20004834659367,0.231798188354858,0.71479771645363
US75281A1097,RANGE RES.,42,0,0,1,1
US7551115071,RAYTHEON 'B' DEAD - DELIST.03/04/20,89,0.0125580748917921,0.0502322995671683,0.783999711794406,0.783999711794406
US75513E1010,RAYTHEON TECHNOLOGIES,92,0.211159860714288,0.211159860714288,0.543773094999566,0.543773094999566
US7565771026,RED HAT DEAD - DELIST.09/07/19,40,0.0692305415723337,0.182728029285466,0,0.68527967930567
US7591EP1005,REGIONS FINL.NEW,82,0,0,1,1
US7607591002,REPUBLIC SVS.'A',49,0,0,1,1
US7617131062,REYNOLDS AMERICAN DEAD - DELIST.25/07/17,60,0,0,1,1
US7703231032,ROBERT HALF INTL.,81,0,0,0.799197439559865,0.799197439559865
US7739031091,ROCKWELL AUTOMATION,92,0.0217591945182492,0.179154793825746,0.506291839807959,0.625101280864548
US7743411016,ROCKWELL COLLINS DEAD - DELIST.27/11/18,69,0.187279361945386,0.187279361945386,0.645545114347555,0.645545114347555
US7753711073,ROHM & HAAS DEAD - DELIST.13/04/09,45,0.1257192894671,0.251438578934201,0.455121314455823,0.455121314455823
US7766961061,ROPER TECHNOLOGIES,45,0,0,0.759319369264279,0.759319369264279
US7782961038,ROSS STORES,45,0,0,1,1
US7835491082,RYDER SYSTEM,77,0.0405175065816108,0.0540233421088144,0.837010763511137,0.837010763511137
US78409V1044,S&P GLOBAL,92,0.171496393041275,0.171496393041275,0.701798985721663,0.701798985721663
US78442P1066,SLM,63,0,0,1,1
US7864291007,SAFECO DEAD - DELIST.03/10/08,42,0,0,0,0
US7865142084,SAFEWAY DEAD - DELIST.30/01/15,65,0,0,0.871156612187143,0.871156612187143
US7908491035,ST.JUDE MEDICAL DEAD - DELIST.05/01/17,76,0.172118769279138,0.229491692372185,0.561362568265899,0.561362568265899
US79466L3024,SALESFORCE.COM,50,0.145108511648744,0.145108511648744,0.19540018399264,0.614774681465681
US80004C1018,SANDISK DEAD - DELIST.13/05/16,40,0.0412720251507115,0.153751088609327,0.200423845510225,0.315146561959733
US80589M1027,SCANA DEAD - DELIST.02/01/19,40,0,0,1,1
US8066051017,SCHERING-PLOUGH DEAD - 04/11/09,47,0.112277126846663,0.324729798281245,0.509622199800217,0.509622199800217
US8085131055,CHARLES SCHWAB,92,0,0,1,1
US81211K1007,SEALED AIR,91,0.229468288492673,0.271546931011844,0.189309585295626,0.508071124668385
US8168511090,SEMPRA,91,0.0152655078950804,0.038163769737701,0.885893755116157,0.885893755116157
US8243481061,SHERWIN-WILLIAMS,92,0,0,0.850191743896212,0.850191743896212
US8265521018,SIGMA ALDRICH DEAD - DELIST.19/11/15,71,0.0705359043169839,0.105803856475476,0.494670804835736,0.494670804835736
US8288061091,SIMON PROPERTY GROUP,75,0,0,1,1
US8326964058,J M SMUCKER,49,0,0,0.885255026593747,0.885255026593747
US8330341012,SNAP-ON,92,0.19887258583786,0.19887258583786,0.636973574294523,0.636973574294523
US8425871071,SOUTHERN,92,0,0,1,1
US8447411088,SOUTHWEST AIRLINES,92,0,0,1,1
US8475601097,SPECTRA ENERGY DEAD - DELIST.27/02/17,40,0,0,0.502374319521343,0.502374319521343
US8520611000,SPRINT NEXTEL DEAD - DELIST.11/07/13,62,0,0,1,1
US8545021011,STANLEY BLACK & DECKER,92,0.21595899376261,0.21595899376261,0.619047340492097,0.619047340492097
US8550301027,STAPLES DEAD - DELIST.13/09/17,75,0.0167952759645674,0.0671811038582696,0.538559998419324,0.771764722454757
US8552441094,STARBUCKS,83,0,0,0.793481425838174,0.793481425838174
US85590A4013,STARWOOD H&R.WORLDWIDE DEAD - DELIST.23/09/16,63,0.0867049364934002,0.1156065819912,0.65136982797432,0.65136982797432
US8574771031,STATE STREET,92,0,0,0.70506697289233,0.70506697289233
US8589121081,STERICYCLE,40,0.0854810815944827,0.142468469324138,0.660013347708156,0.805029871994906
US8636671013,STRYKER,81,0.0698243645654175,0.154176408362025,0.672730860794791,0.672730860794791
US8668102036,SUN MICROSYSTEMS DEAD - ACQD.BY 719618,48,0,0.329191530704188,0.462606538920805,0.462606538920805
US86764P1093,SUNOCO DEAD - DELIST.05/10/12,59,0,0,1,1
US8679141031,SUNTRUST BANKS DEAD - DELIST.09/12/19,87,0,0,1,1
US8685363017,SUPERVALU DEAD - DELIST.23/10/18,57,0,0,1,1
US87161C5013,SYNOVUS FINANCIAL,40,0,0,1,1
US8718291078,SYSCO,92,0.0175090857426015,0.0350181714852029,0.89720821263862,0.89720821263862
US8723751009,TECO ENERGY DEAD - DELIST.01/07/16,59,0,0,0.990443946324161,0.990443946324161
US8725401090,TJX,92,0.0499275521241279,0.0832125868735465,0.807616010151507,0.807616010151507
US8760301072,TAPESTRY,66,0,0,0.726968855160013,0.726968855160013
US87612E1064,TARGET,92,0,0,1,1
US87901J1051,TEGNA,77,0,0,0.927328330051185,0.927328330051185
US8796641004,TELLABS DEAD - DELIST.04/12/13,55,0,0,0.737855343365659,0.737855343365659
US88033G4073,TENET HEALTHCARE,73,0,0,1,1
US8807701029,TERADYNE (XSC),58,0.10383340985459,0.10383340985459,0.217428082291624,0.217428082291624
US8825081040,TEXAS INSTRUMENTS,92,0.0935018981016075,0.155757809664559,0.153956658670593,0.153956658670593
US8832031012,TEXTRON,92,0.13749385536031,0.13749385536031,0.64526731057768,0.64526731057768
US88337F1057,ODP,46,0,0,0.773329524782755,0.773329524782755
US8835561023,THERMO FISHER SCIENTIFIC,92,0.105130502305862,0.175217503843104,0.564012494030879,0.564012494030879
US88579Y1010,3M,92,0.0471896675436498,0.222560172291307,0.241171979750618,0.301464974688272
US8865471085,TIFFANY & CO DEAD - DELIST.07/01/21,83,0,0,0.533662601139237,0.533662601139237
US8873173038,TIME WARNER DEAD - DELIST.16/06/18,77,0.123569101378219,0.123569101378219,0.740988493844167,0.740988493844167
US8919061098,TOTAL SYSTEM SERVICES DEAD - DELIST.18/09/19,46,0.0843171147608903,0.112422819681187,0.803821267822294,0.803821267822294
US8941641024,TRAVEL LEISURE,47,0.0652795502653937,0.0870394003538583,0.79360817189803,0.79360817189803
US89417E1091,TRAVELERS COS.,92,0,0,1.00450796787708,1.00450796787708
US89832Q1094,TRUIST FINANCIAL,92,0,0,1,1
US90130A3095,TWENTY FIRST CENTURY FOX A,56,0.241603906969741,0.241603906969741,0.321490266396713,0.616589363320443
US9024941034,TYSON FOODS 'A',62,0,0,0.959991140323198,0.959991140323198
US9029111062,UST DEAD - DELIST.20/01/09,44,0,0,1,1
US9029733048,US BANCORP,88,0,0,1,1
US9078181081,UNION PACIFIC,92,0,0,1,1
US9092143067,UNISYS,43,0.119500166834322,0.119500166834322,0.435495345917187,0.435495345917187
US9113121068,UNITED PARCEL SER.'B',74,0,0,0.637995221490059,0.637995221490059
US9129091081,UNITED STATES STEEL,66,0.176926978936992,0.176926978936992,0.66990157095982,0.823982381366175
US91324P1021,UNITEDHEALTH GROUP,92,0,0,1,1
US91529Y1064,UNUM GROUP,92,0,0,1,1
US9182041080,V F,92,0,0,0.69059082276882,0.69059082276882
US91913Y1001,VALERO ENERGY,67,0.0285555829430614,0.0713889573576534,0.815453975759894,0.815453975759894
US92220P1057,VARIAN MEDICAL SYSTEMS DEAD - DELIST.15/04/21,56,0,0,0.473323872760601,0.473323872760601
US92276F1003,VENTAS,48,0.00289928242869007,0.00362410303586259,0.949390017411317,0.949390017411317
US92343E1029,VERISIGN,60,0,0.195447433494486,0.668727383357873,0.668727383357873
US92343V1044,VERIZON COMMUNICATIONS,92,0,0,0.985417303575441,0.985417303575441
US92553P2011,VIACOM 'B' DEAD - DELIST.05/12/19,72,0.0586555281853558,0.17062574027321,0.747508229195595,0.747508229195595
US9255501051,VIAVI SOLUTIONS,53,0.128017320920255,0.237752004050081,0.161790942639978,0.637376074603388
US92556H2067,VIACOMCBS B,75,0,0,0.845363025567554,0.845363025567554
US92556V1061,VIATRIS,67,0.186564133783782,0.186564133783782,0.659177207867699,0.665892756967308
US92826C8394,VISA 'A',45,0.00612391930835735,0.018371757925072,0.525694086181104,0.525694086181104
US9290421091,VORNADO REALTY TRUST,62,0,0,1,1
US9291601097,VULCAN MATERIALS,86,0,0,0.995861780382948,0.995861780382948
US92939U1060,WEC ENERGY GROUP,49,0,0,1,1
US9299031024,WACHOVIA DEAD - DELIST.12/01/09,44,0,0,1,1
US9311421039,WALMART,92,0,0,0.778657922471209,0.778657922471209
US9314271084,WALGREENS BOOTS ALLIANCE,92,0.0819947774206886,0.0819947774206886,0.910925296391882,0.910925296391882
US9393221034,WASHINGTON MUTUAL DEAD - DELIST.15/08/12,42,0,0,0,0
US94106L1098,WASTE MANAGEMENT,90,0.00960614793467819,0.048030739673391,0.745400976525553,0.935549362635389
US9418481035,WATERS,76,0.300871389493697,0.300871389493697,0.352542776239573,0.352542776239573
US9497461015,WELLS FARGO & CO,92,0,0,1,1
US95040Q1040,WELLTOWER,48,0.0196006180678238,0.0245007725847797,0.923892196708603,0.923892196708603
US9505901093,WENDY'S INTL. DEAD - DELIST.13/10/08,42,0,0,0.688844414521345,0.688844414521345
US9581021055,WESTERN DIGITAL,46,0.154184305891657,0.271238657548123,0.391739046270284,0.391739046270284
US9598021098,WESTERN UNION,57,0,0,0.347535067021291,0.347535067021291
US9621661043,WEYERHAEUSER,92,0.0315035880756784,0.039379485094598,0.772538226714153,0.772538226714153
US9633201069,WHIRLPOOL,92,0.120252265755494,0.200420442925823,0.193850830768853,0.54312782808939
US9668371068,WHOLE FOODS MARKET DEAD - DELIST.29/08/17,46,0,0,0.99225,0.99225
US9694571004,WILLIAMS,92,0,0,0.980608905871587,0.980608905871587
US9825261053,WILLIAM WRIGLEY JR. DEAD - DELIST.17/10/08,43,0.211730777655466,0.439456749247843,0,0.395649102493187
US9830241009,WYETH DEAD - DELIST.15/10/09,47,0.230714297144032,0.230714297144032,0.57763132374027,0.57763132374027
US9831341071,WYNN RESORTS,49,0,0,0.676351563301868,0.676351563301868
US98389B1008,XCEL ENERGY,92,0,0,1,1
US9839191015,XILINX,85,0.197984977589779,0.197984977589779,0.377651994373952,0.393960192570843
US98421M1062,XEROX HOLDINGS,92,0.263506799227256,0.263506799227256,0.604030295633933,0.604030295633933
US9884981013,YUM! BRANDS,92,0,0,0.549738013606187,0.549738013606187
US98956P1021,ZIMMER BIOMET HDG.,78,0.156261564741147,0.239320278743575,0,0.449074288494923
US9897011071,ZIONS BANCORP.,79,0,0,1,1
