year,month,pc1ff1_hf,sp500_hf,MP_pm,CBI_pm,MP_median,CBI_median,MP_q25,CBI_q25,MP_q75,CBI_q75,MP_q10,CBI_q10,MP_q90,CBI_q90
2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,-0.00975321,0.85450853,-0.00975321,-0,-0.04801212,0.03825891,-0.03252692,0.02277371,-0.05212696,0.04237375,-0.01937917,0.00962596,-0.04854744,0.03879423
2014,7,-0.00703755,0.40578,-0.00703755,-0,-0.02400251,0.01696496,-0.01734189,0.01030434,-0.0252637,0.01822615,-0.01143664,0.00439909,-0.02322567,0.01618812
2014,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,0.01879459,0.16831578,0,0.01879459,0.00090073,0.01789386,0.00991603,0.00887856,-0.00587491,0.0246695,0.01541781,0.00337678,-0.00808185,0.02687644
2014,10,0.02663439,-0.35665,0.02663439,0,0.03132085,-0.00468646,0.03135497,-0.00472058,0.02654105,9.334e-05,0.02903921,-0.00240482,0.02187526,0.00475913
2014,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,-0.01291131,1.00629601,-0.01291131,-0,-0.05725338,0.04434207,-0.03942805,0.02651674,-0.06168864,0.04877733,-0.02414524,0.01123393,-0.05727288,0.04436157
2015,1,-0.00613948,-0.19384,-0,-0.00613948,0.00671529,-0.01285477,0.00079761,-0.00693709,0.01005366,-0.01619314,-0.00335891,-0.00278057,0.01041571,-0.01655519
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,-0.09805463,1.78330438,-0.09805463,-0,-0.13904836,0.04099373,-0.12910567,0.03105104,-0.12526185,0.02720722,-0.11258952,0.01453489,-0.10686925,0.00881462
2015,4,-0.00325522,0.09926,-0.00325522,-0,-0.00663825,0.00338303,-0.00545059,0.00219537,-0.00650511,0.00324989,-0.00422168,0.00096646,-0.00579098,0.00253576
2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,-0.06631332,0.42273542,-0.06631332,-0,-0.05449631,-0.01181701,-0.06454124,-0.00177208,-0.03882632,-0.027487,-0.06668033,0.00036701,-0.02841205,-0.03790127
2015,7,-0.00982258,0.16123,-0.00982258,-0,-0.01305017,0.00322759,-0.01242692,0.00260434,-0.01152804,0.00170546,-0.01106826,0.00124568,-0.00973057,-9.201e-05
2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,9,-0.10196842,-0.37221873,-0,-0.10196842,-0.03219464,-0.06977378,-0.0695252,-0.03244322,0.00018305,-0.10215147,-0.09018324,-0.01178518,0.0135548,-0.11552322
2015,10,0.04351798,-0.70941,0.04351798,0,0.05756994,-0.01405196,0.05491369,-0.01139571,0.05078657,-0.00726859,0.0489776,-0.00545962,0.04283573,0.00068225
2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,12,0.02681202,1.03930962,0,0.02681202,-0.03905824,0.06587026,-0.00908775,0.03589977,-0.05519937,0.08201139,0.01233992,0.0144721,-0.05628222,0.08309424
2016,1,-0.02809238,-0.3674,-0,-0.02809238,0.00450013,-0.03259251,-0.01145455,-0.01663783,0.01556607,-0.04365845,-0.02164593,-0.00644645,0.01856547,-0.04665785
2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,-0.13505633,0.85888017,-0.13505633,-0,-0.11088436,-0.02417197,-0.13138679,-0.00366954,-0.0789534,-0.05610293,-0.13577868,0.00072235,-0.05774866,-0.07730767
2016,4,0.00956774,0.23738,0,0.00956774,-0.00719905,0.01676679,0.00063792,0.00892982,-0.01187737,0.02144511,0.00601613,0.00355161,-0.01260879,0.02217653
2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,-0.05110253,-0.498161,-0,-0.05110253,-0.00040414,-0.05069839,-0.02578401,-0.02531852,0.01834704,-0.06944957,-0.04143167,-0.00967086,0.02424304,-0.07534557
2016,7,0.00086568,0.17277,0,0.00086568,-0.00828857,0.00915425,-0.00434057,0.00520625,-0.00993764,0.01080332,-0.00128339,0.00214907,-0.0096128,0.01047848
2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,9,-0.03424573,0.8909448,-0.03424573,-0,-0.06209768,0.02785195,-0.0528851,0.01863937,-0.05945507,0.02520934,-0.04256119,0.00831546,-0.05233845,0.01809272
2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,11,0.0018223,0.08383,0,0.0018223,-0.00332058,0.00514288,-0.00100118,0.00282348,-0.00452451,0.00634681,0.00067932,0.00114298,-0.00456401,0.00638631
2016,12,0.05582353,-0.61393984,0.05582353,0,0.05890339,-0.00307986,0.0618344,-0.00601087,0.04780311,0.00802042,0.05925022,-0.00342669,0.03836922,0.01745431
2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,-0.02461152,0.18312,-0.02461152,-0,-0.02154964,-0.00306188,-0.02471626,0.00010474,-0.01594637,-0.00866515,-0.02506456,0.00045304,-0.01201344,-0.01259808
2017,3,-0.06118422,0.45609872,-0.06118422,-0,-0.05361593,-0.00756829,-0.06146968,0.00028546,-0.03969319,-0.02149103,-0.0623209,0.00113668,-0.02991369,-0.03127053
2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,0.01443671,0.02895,0,0.01443671,0.00575696,0.00867975,0.01053381,0.0039029,0.00136534,0.01307137,0.01305506,0.00138165,-0.00058922,0.01502593
2017,6,0.02345072,-0.17504787,0.02345072,0,0.02056176,0.00288896,0.02356694,-0.00011622,0.01522734,0.00822338,0.02388922,-0.0004385,0.01147845,0.01197227
2017,7,-0.01457679,0.02219,-0.01457679,-0,-0.00840854,-0.00616825,-0.0121309,-0.00244589,-0.00439092,-0.01018587,-0.01380294,-0.00077385,-0.0022845,-0.01229229
2017,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,0.05124817,-0.00103897,0.05124817,0,0.02567653,0.02557164,0.04041127,0.0108369,0.01092797,0.0403202,0.0475976,0.00365057,0.0037213,0.04752687
2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,-0.00089308,0.08574,-0.00089308,-0,-0.00477469,0.00388161,-0.0031963,0.00230322,-0.0052122,0.00431912,-0.00186505,0.00097197,-0.00486506,0.00397198
2017,12,-0.01884633,0.01339082,-0.01884633,-0,-0.01009913,-0.0087472,-0.01523928,-0.00360705,-0.0047808,-0.01406553,-0.017661,-0.00118533,-0.00209695,-0.01674938
2018,1,0.00621328,-0.08058,0.00621328,0,0.00717431,-0.00096103,0.00723835,-0.00102507,0.00603805,0.00017523,0.00674263,-0.00052935,0.00495639,0.00125689
2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,-0.02653441,-0.16227609,-0,-0.02653441,-0.00507552,-0.02145889,-0.01619021,-0.0103442,0.00387987,-0.03041428,-0.02267737,-0.00385704,0.00719042,-0.03372483
2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,-0.00922918,0.14705,-0.00922918,-0,-0.01203766,0.00280848,-0.01154711,0.00231793,-0.01057151,0.00134233,-0.01034597,0.00111679,-0.00889411,-0.00033507
2018,6,0.00606167,-0.3024205,0.00606167,0,0.01829699,-0.01223532,0.01356813,-0.00750646,0.01900176,-0.01294009,0.00928186,-0.00322019,0.01736805,-0.01130638
2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,8,-0.00276033,0.02846,-0.00276033,-0,-0.00281682,5.649e-05,-0.00300238,0.00024205,-0.00225257,-0.00050776,-0.00290684,0.00014651,-0.00179099,-0.00096934
2018,9,-0.00241017,-0.49159557,-0,-0.00241017,0.02361061,-0.02602078,0.01239234,-0.01480251,0.02828757,-0.03069774,0.00370094,-0.00611111,0.02735582,-0.02976599
2018,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,0.00817716,0.07201,0,0.00817716,0.00045352,0.00772364,0.00434976,0.0038274,-0.00248453,0.01066169,0.00672274,0.00145442,-0.00344789,0.01162505
2018,12,0.02941175,-2.12084943,0.02941175,0,0.12176616,-0.09235441,0.08483136,-0.05541961,0.13048028,-0.10106853,0.05293089,-0.02351914,0.12086445,-0.0914527
2019,1,-0.04924939,0.82688729,-0.04924939,-0,-0.06636589,0.0171165,-0.062845,0.01359561,-0.05888396,0.00963457,-0.05571855,0.00646916,-0.04982383,0.00057444
2019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,-0.02905677,0.20830787,-0.02905677,-0,-0.02504375,-0.00401302,-0.02895115,-0.00010562,-0.01836453,-0.01069224,-0.02949636,0.00043959,-0.01374163,-0.01531514
2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,0.0284465,-0.58074035,0.0284465,0,0.04353897,-0.01509247,0.03929747,-0.01085097,0.04005296,-0.01160646,0.03342898,-0.00498248,0.03455328,-0.00610678
2019,6,-0.14881864,0.53653732,-0.14881864,-0,-0.10149367,-0.04732497,-0.13285982,-0.01595882,-0.0629882,-0.08583044,-0.14466315,-0.00415549,-0.04068199,-0.10813665
