date,year,month,pc1ff1_hf,sp500_hf,us_wuxia,sveny01_a,sp500_a,bofaml_us_hyld_oas_a,eurusd_a,broadexea_usd_a,us_rgdp,us_gdpdef
01-Jul-2017,2017,7,-0.01457679,0.02219,1.079669606,1.241839993,780.54785,3.6919048,-14.066363,472.44281,975.96027,467.92929
01-Aug-2017,2017,8,0,0,1.106300201,1.228313037,780.63544,3.8339131,-16.606396,471.66174,976.20953,468.16418
01-Sep-2017,2017,9,0.05124817,-0.00103897,1.10453559,1.272719991,782.11536,3.7266667,-17.51545,470.68848,976.35443,468.47031
01-Oct-2017,2017,10,0,0,1.156566976,1.394509531,784.65759,3.4922729,-16.175144,472.64398,976.38165,468.68753
01-Nov-2017,2017,11,-0.00089308,0.08574,1.283581415,1.547842866,786.07782,3.6818182,-16.02021,472.90872,977.2934,468.88303
01-Dec-2017,2017,12,-0.01884633,0.01339082,1.40846047,1.696764994,788.76837,3.6005001,-16.856474,472.78961,977.47314,469.04141
01-Jan-2018,2018,1,0.00621328,-0.08058,1.399485364,1.83278572,793.35742,3.3495455,-19.872137,470.67529,977.62189,469.24286
01-Feb-2018,2018,2,0,0,1.546020686,1.98249997,790.27051,3.5420001,-21.087114,470.10419,977.62543,469.45172
01-Mar-2018,2018,3,-0.02653441,-0.16227609,1.646319034,2.080433312,790.18103,3.6347618,-20.994057,470.51523,977.51404,469.68759
01-Apr-2018,2018,4,0,0,1.705115737,2.169609524,788.36121,3.4733334,-20.505659,470.32904,977.99048,470.03622
01-May-2018,2018,5,-0.00922918,0.14705,1.769170334,2.281468153,790.14905,3.4686956,-16.649372,472.9726,978.74603,470.34149
01-Jun-2018,2018,6,0.00606167,-0.3024205,1.890022493,2.335671414,792.08936,3.4395239,-15.511946,474.66263,978.42267,470.52826
01-Jul-2018,2018,7,0,0,1.918671457,2.39549999,793.50293,3.5899999,-15.577504,474.92007,979.16205,470.65097
01-Aug-2018,2018,8,-0.00276033,0.02846,2.010714079,2.443417383,795.77673,3.4526088,-14.396169,475.46844,979.11414,470.72125
01-Sep-2018,2018,9,-0.00241017,-0.49159557,2.165418118,2.562999976,797.29669,3.3445001,-15.344752,475.99655,979.05493,470.85739
01-Oct-2018,2018,10,0,0,2.29952411,2.665981824,793.1651,3.5191305,-13.834886,476.42334,979.59937,471.082
01-Nov-2018,2018,11,0.00817716,0.07201,2.403006906,2.714164996,790.94189,4.0172729,-12.810419,477.62076,979.28986,471.19412
01-Dec-2018,2018,12,0.02941175,-2.12084943,2.530868834,2.654089463,784.97198,4.7635002,-12.96349,477.67343,979.04266,471.27277
01-Jan-2019,2019,1,-0.04924939,0.82688729,2.494002952,2.565147604,786.58398,4.5722728,-13.245531,475.80463,980.37183,471.2406
01-Feb-2019,2019,2,0,0,2.455418962,2.520421053,792.10535,4.1280003,-12.672185,475.64346,979.86475,471.34384
01-Mar-2019,2019,3,-0.02905677,0.20830787,2.40345582,2.472719034,793.87506,4.0085716,-12.242757,475.89679,979.69012,471.55112
01-Apr-2019,2019,4,0,0,2.408730447,2.400276161,797.37415,3.7833333,-11.672611,475.88937,980.41931,471.84872
01-May-2019,2019,5,0.0284465,-0.58074035,2.414468224,2.326781836,795.65759,4.0639129,-11.194865,476.9577,980.4765,472.01129
01-Jun-2019,2019,6,-0.14881864,0.53653732,2.185719702,2.003764981,796.89069,4.2214999,-12.161784,476.64276,980.4588,472.19241
