date,year,month,pc1eon1_me_njt,stoxx50_me_njt,sveny01_a,sveny10_a,sp500_a,bofaml_us_hyld_oas_a,eurusd_a,broadexea_usd_a,us_rgdp,us_gdpdef
01-Jan-2017,2017,1,-0.00011167,0.35398374,0.871295002,2.508019996,772.97754,4.0114288,-5.9579172,477.8186,974.39801,467.27646
01-Feb-2017,2017,2,0,0,0.8812,2.497078971,775.34906,3.8529999,-6.2258887,476.05658,974.73468,467.37375
01-Mar-2017,2017,3,0.00096352,0.39268821,1.05669565,2.552926084,776.92847,3.8982608,-6.6174765,475.62286,975.38885,467.36124
01-Apr-2017,2017,4,-0.00268325,0.02523525,1.069410519,2.358994747,776.6098,3.9163158,-6.9721546,474.72906,974.64893,467.56351
01-May-2017,2017,5,0,0,1.152222731,2.369813648,778.12659,3.7434783,-10.044558,474.86649,975.54517,467.64209
01-Jun-2017,2017,6,-0.00146786,-0.169991,1.224349997,2.2308,779.72809,3.7509091,-11.59326,473.64777,975.98981,467.79343
01-Jul-2017,2017,7,-0.01090708,0.0560513,1.241839993,2.366479981,780.54785,3.6919048,-14.066363,472.44281,975.96027,467.92929
01-Aug-2017,2017,8,0,0,1.228313037,2.256791281,780.63544,3.8339131,-16.606396,471.66174,976.20953,468.16418
01-Sep-2017,2017,9,0.00099561,0.05664905,1.272719991,2.239240026,782.11536,3.7266667,-17.51545,470.68848,976.35443,468.47031
01-Oct-2017,2017,10,0.00138533,0.40000084,1.394509531,2.385766665,784.65759,3.4922729,-16.175144,472.64398,976.38165,468.68753
01-Nov-2017,2017,11,0,0,1.547842866,2.380457163,786.07782,3.6818182,-16.02021,472.90872,977.2934,468.88303
01-Dec-2017,2017,12,-0.0017787,0.19861475,1.696764994,2.428570008,788.76837,3.6005001,-16.856474,472.78961,977.47314,469.04141
01-Jan-2018,2018,1,-4.37e-05,-0.60682878,1.83278572,2.597519057,793.35742,3.3495455,-19.872137,470.67529,977.62189,469.24286
01-Feb-2018,2018,2,0,0,1.98249997,2.890484208,790.27051,3.5420001,-21.087114,470.10419,977.62543,469.45172
01-Mar-2018,2018,3,0.0023023,0.66280236,2.080433312,2.856890485,790.18103,3.6347618,-20.994057,470.51523,977.51404,469.68759
01-Apr-2018,2018,4,-0.00079894,-0.12311498,2.169609524,2.863914285,788.36121,3.4733334,-20.505659,470.32904,977.99048,470.03622
01-May-2018,2018,5,0,0,2.281468153,2.983945435,790.14905,3.4686956,-16.649372,472.9726,978.74603,470.34149
01-Jun-2018,2018,6,-0.00596121,1.24082943,2.335671414,2.920547622,792.08936,3.4395239,-15.511946,474.66263,978.42267,470.52826
01-Jul-2018,2018,7,0,0.23589142,2.39549999,2.89212857,793.50293,3.5899999,-15.577504,474.92007,979.16205,470.65097
01-Aug-2018,2018,8,0,0,2.443417383,2.886969566,795.77673,3.4526088,-14.396169,475.46844,979.11414,470.72125
01-Sep-2018,2018,9,-0.00091647,-0.18695419,2.562999976,2.996294724,797.29669,3.3445001,-15.344752,475.99655,979.05493,470.85739
01-Oct-2018,2018,10,0.00168416,-0.59883743,2.665981824,3.14985,793.1651,3.5191305,-13.834886,476.42334,979.59937,471.082
01-Nov-2018,2018,11,0,0,2.714164996,3.118684995,790.94189,4.0172729,-12.810419,477.62076,979.28986,471.19412
01-Dec-2018,2018,12,-0.00060007,0.12055604,2.654089463,2.824536825,784.97198,4.7635002,-12.96349,477.67343,979.04266,471.27277
01-Jan-2019,2019,1,-0.00375949,-0.61087131,2.565147604,2.700204781,786.58398,4.5722728,-13.245531,475.80463,980.37183,471.2406
01-Feb-2019,2019,2,0,0,2.520421053,2.669136838,792.10535,4.1280003,-12.672185,475.64346,979.86475,471.34384
01-Mar-2019,2019,3,-0.00560113,-0.36168037,2.472719034,2.572566691,793.87506,4.0085716,-12.242757,475.89679,979.69012,471.55112
01-Apr-2019,2019,4,-0.00286165,0.0399349,2.400276161,2.538619041,797.37415,3.7833333,-11.672611,475.88937,980.41931,471.84872
01-May-2019,2019,5,0,0,2.326781836,2.409977284,795.65759,4.0639129,-11.194865,476.9577,980.4765,472.01129
01-Jun-2019,2019,6,0.02282548,-0.59025703,2.003764981,2.090699995,796.89069,4.2214999,-12.161784,476.64276,980.4588,472.19241
