date,year,month,pc1eon1_me_njt,stoxx50_me_njt,ea_wuxia,bund1y_a,stoxx50_a,bofaml_ea_hyld_oas_a,eurusd_a,broadexea_usd_a,ea_rgdp,ea_gdpdef
01-Aug-2017,2017,8,0,0,-5.43884,-0.73739129,814.64734,2.7065217,-16.606396,471.66174,1477.0082,468.47968
01-Sep-2017,2017,9,0.00099561,0.05664905,-5.2564,-0.76428568,816.24554,2.6447618,-17.51545,470.68848,1477.7166,468.55881
01-Oct-2017,2017,10,0.00138533,0.40000084,-5.31811,-0.77850002,819.27594,2.4590909,-16.175144,472.64398,1477.0939,468.64163
01-Nov-2017,2017,11,0,0,-5.22296,-0.78636366,818.89905,2.6063638,-16.02021,472.90872,1478.1803,468.78162
01-Dec-2017,2017,12,-0.0017787,0.19861475,-4.8252,-0.78684211,817.8797,2.8185,-16.856474,472.78961,1478.5604,468.87802
01-Jan-2018,2018,1,-4.37e-05,-0.60682878,-4.7183,-0.67681819,819.19928,2.5986364,-19.872137,470.67529,1478.1621,469.03564
01-Feb-2018,2018,2,0,0,-5.14663,-0.66900003,813.92133,2.7725,-21.087114,470.10419,1478.1577,469.11252
01-Mar-2018,2018,3,0.0023023,0.66280236,-5.47613,-0.69476187,812.38574,2.9300001,-20.994057,470.51523,1478.5581,469.25607
01-Apr-2018,2018,4,-0.00079894,-0.12311498,-5.59548,-0.667,814.82172,3.0238094,-20.505659,470.32904,1478.7057,469.379
01-May-2018,2018,5,0,0,-6.13478,-0.67285717,817.09589,3.2082608,-16.649372,472.9726,1478.5789,469.50891
01-Jun-2018,2018,6,-0.00596121,1.24082943,-6.34085,-0.69761902,814.39508,3.5676191,-15.511946,474.66263,1478.9406,469.6152
01-Jul-2018,2018,7,0,0.23589142,-6.29016,-0.69045454,814.92218,3.6118181,-15.577504,474.92007,1478.5306,469.75717
01-Aug-2018,2018,8,0,0,-6.40172,-0.66565216,814.22253,3.5669565,-14.396169,475.46844,1479.2981,469.86462
01-Sep-2018,2018,9,-0.00091647,-0.18695419,-6.22178,-0.62449998,812.11487,3.5410001,-15.344752,475.99655,1478.9348,469.97626
01-Oct-2018,2018,10,0.00168416,-0.59883743,-6.1745,-0.67454547,808.43518,3.7791305,-13.834886,476.42334,1478.9559,470.10156
01-Nov-2018,2018,11,0,0,-6.23587,-0.68409091,806.65887,4.3427272,-12.810419,477.62076,1479.2841,470.22974
01-Dec-2018,2018,12,-0.00060007,0.12055604,-6.1543,-0.68235296,802.62158,4.9435,-12.96349,477.67343,1479.1346,470.3576
01-Jan-2019,2019,1,-0.00375949,-0.61087131,-6.33975,-0.62272727,803.53357,4.800909,-13.245531,475.80463,1479.2965,470.51093
01-Feb-2019,2019,2,0,0,-6.29221,-0.57699996,807.7973,4.2915001,-12.672185,475.64346,1479.8099,470.6857
01-Mar-2019,2019,3,-0.00560113,-0.36168037,-6.60259,-0.57857144,811.15369,3.9338095,-12.242757,475.89679,1479.4774,470.85025
