date,year,month,pc1eon1_me_njt,stoxx50_me_njt,bund1y_a,bund10y_a,stoxx50_a,bofaml_ea_hyld_oas_a,eurusd_a,broad_eur,ea_rgdp,ea_gdpdef
01-Feb-2004,2004,2,-0.00839319,-0.08221407,2.0915,4.3379998,796.36731,3.7674999,-23.47389,462.4384405,1461.7589,449.86993
01-Mar-2004,2004,3,0.0393093,0.24664537,1.9682609,4.1430435,794.72235,3.6704347,-20.38624,460.4570006,1462.0543,450.073
01-Apr-2004,2004,4,0.07296493,-0.37845871,2.096,4.3264999,795.8894,3.3380952,-18.103701,458.8024027,1462.3279,450.26825
01-May-2004,2004,5,0.0106747,-0.37566942,2.2461905,4.4752383,791.14154,3.7066667,-18.286758,459.9152114,1462.6942,450.4278
01-Jun-2004,2004,6,-0.01047553,0.16367397,2.350909,4.514091,793.45068,3.5513637,-19.375374,459.9353301,1462.4937,450.577
01-Jul-2004,2004,7,0.00049905,-0.2621215,2.3031819,4.4109092,791.20575,3.600909,-20.418367,460.2967762,1463.1748,450.71832
01-Aug-2004,2004,8,0.0006859,0.05590263,2.24,4.2545452,788.10339,3.5863636,-19.683086,460.1664047,1462.5323,450.8736
01-Sep-2004,2004,9,0.01226794,-0.1622594,2.3131819,4.1795454,791.88269,3.3004546,-20.028341,460.4770106,1462.6295,451.00568
01-Oct-2004,2004,10,-0.01174128,-0.06097013,2.2657142,4.0561905,793.53162,3.2642858,-22.22086,461.5813346,1463.3969,451.16254
01-Nov-2004,2004,11,-0.00543329,-0.07725479,2.2522726,3.949091,796.64539,3.0245454,-26.162378,462.8984364,1463.1857,451.29999
01-Dec-2004,2004,12,0.01333335,-0.34658875,2.2128572,3.7380953,798.13678,2.8722727,-29.319315,464.0151155,1463.2148,451.45374
01-Jan-2005,2005,1,-0.03347474,0.02423328,2.2304761,3.674762,799.19257,2.8933334,-27.144903,462.6148592,1463.9644,451.57199
01-Feb-2005,2005,2,-0.00350263,-0.32887773,2.2344999,3.6599998,802.3009,2.5675001,-26.339212,461.6406818,1463.2026,451.73865
01-Mar-2005,2005,3,-0.00718546,0.16930795,2.27,3.8133333,802.8186,2.645,-27.760931,462.4678652,1463.0216,451.91846
01-Apr-2005,2005,4,-0.01347769,-0.31312757,2.1838095,3.6147618,801.0744,3.5880952,-25.755957,461.6604564,1463.5094,452.06616
01-May-2005,2005,5,0.00148418,0.25566349,2.1099999,3.4413636,801.40527,4.2690911,-23.845037,460.5070181,1464.2751,452.19879
01-Jun-2005,2005,6,0.01500552,-0.14392818,2.0131817,3.2809091,805.56549,4.0118184,-19.594517,457.7593418,1464.5975,452.27151
01-Jul-2005,2005,7,0.01925217,0.93338077,2.112381,3.2904761,809.15649,3.5595238,-18.538637,457.8518155,1464.7462,452.38641
01-Aug-2005,2005,8,0.001029,-0.05242843,2.1452174,3.317826,810.26135,3.3486958,-20.637873,458.3844399,1464.5663,452.56573
01-Sep-2005,2005,9,-0.00476272,0.11799447,2.129091,3.1640909,811.71918,3.380909,-20.337061,457.8723536,1465.1227,452.88531
01-Oct-2005,2005,10,-0.00188755,0.19684521,2.3019047,3.3271427,811.35822,3.2804761,-18.351591,457.3782713,1465.1763,453.21609
01-Nov-2005,2005,11,-0.01026146,0.65821821,2.5486364,3.5295455,813.2868,3.4181819,-16.426245,456.4868889,1465.3827,453.38818
01-Dec-2005,2005,12,-0.02670689,0.46817372,2.6342857,3.4385715,817.39911,3.6099999,-17.02244,456.4764771,1465.6313,453.49777
01-Jan-2006,2006,1,-0.02225289,0.11555121,2.6936364,3.3931818,819.60596,3.5580952,-19.08386,457.0578741,1466.1832,453.47623
01-Feb-2006,2006,2,-0.00833432,0.03444805,2.7844999,3.5544999,822.77557,3.3464999,-17.715397,456.0695696,1466.3721,453.55704
01-Mar-2006,2006,3,0.00850003,-0.54361807,2.9686956,3.7217391,824.66089,3.0952175,-18.396221,456.8817357,1466.4755,453.71262
01-Apr-2006,2006,4,-0.08984051,0.31708557,3.0855556,3.998889,825.33557,2.8636842,-20.46069,457.9852378,1467.2833,454.00235
01-May-2006,2006,5,-0.00191047,-0.03966908,3.1654546,4.0749998,822.14624,2.8891304,-24.446047,459.7339607,1467.2559,454.24167
01-Jun-2006,2006,6,-0.03983118,0.59052958,3.2631819,4.070909,816.85016,3.0409091,-23.502655,460.3268379,1467.5837,454.42465
01-Jul-2006,2006,7,0.02005941,-0.12308404,3.3895237,4.0938096,819.33441,3.0214286,-23.770531,460.4169686,1467.5143,454.62238
01-Aug-2006,2006,8,0.02809586,-0.0189868,3.4704349,3.9639132,822.77545,2.8704348,-24.773598,460.3969465,1467.8043,454.76779
01-Sep-2006,2006,9,0,0,3.5785713,3.8247619,824.72943,2.8328571,-24.116402,460.2265973,1468.5498,454.87201
01-Oct-2006,2006,10,-0.00018962,0.09462191,3.6477273,3.8554544,828.79346,2.645,-23.197083,459.532185,1468.4943,454.97375
01-Nov-2006,2006,11,-0.00529334,-0.90067325,3.7063637,3.7704544,830.71008,2.4622726,-25.313292,460.1162165,1469.1827,455.14819
01-Dec-2006,2006,12,0.01962216,0.69718066,3.7552631,3.833158,831.12897,2.322,-27.858799,461.1152258,1469.7444,455.40839
01-Jan-2007,2007,1,-0.04150362,0.64494701,3.9104545,4.0727272,833.31329,2.205909,-26.223217,460.3368564,1469.4519,455.78683
01-Feb-2007,2007,2,0.00771568,-0.25462769,3.951,4.1110001,834.99567,2.043,-26.803343,460.6669062,1469.6013,456.03546
01-Mar-2007,2007,3,0.00987209,0.08544726,3.9581819,4.0054545,831.13373,2.3013637,-28.077658,461.4129927,1470.7357,456.22903
01-Apr-2007,2007,4,-0.00346171,-0.32149992,4.0957894,4.2226315,837.48236,2.0580001,-30.127323,462.1437158,1470.4672,456.41324
01-May-2007,2007,5,-0.00290809,-0.1173842,4.2242856,4.3438096,839.98358,1.9090909,-30.093357,461.9467491,1470.0625,456.52713
01-Jun-2007,2007,6,-0.00703539,-0.11073382,4.3666668,4.6314287,840.51056,1.9709524,-29.404139,461.4922477,1470.9049,456.67624
01-Jul-2007,2007,7,0.00075216,-0.12065965,4.4099998,4.5759091,840.0188,2.6540909,-31.593065,462.0551288,1470.3701,456.86334
01-Aug-2007,2007,8,-0.00330418,-0.05102855,4.2026086,4.3843479,834.76385,3.7082608,-30.910328,461.9763188,1471.0848,457.04312
01-Sep-2007,2007,9,-0.03781337,0.52631203,4.0665002,4.3270001,836.25653,3.9855001,-32.895409,462.8398312,1471.5759,457.26675
01-Oct-2007,2007,10,-0.00196639,-0.08321707,4.0799999,4.3773913,839.62946,3.5713043,-35.256313,463.5602393,1471.6786,457.57803
01-Nov-2007,2007,11,-0.01982925,-0.34910278,3.9904547,4.21,836.96973,4.5390911,-38.411385,465.0717001,1471.7738,457.82309
01-Dec-2007,2007,12,0.01949256,-0.38173808,4.0505881,4.3364706,838.61682,4.8715,-37.635864,464.9091373,1471.1227,457.9382
01-Jan-2008,2008,1,-0.00175552,-0.29561503,3.8045454,4.1572728,829.86285,5.9731817,-38.645409,465.2721488,1472.0381,458.04993
01-Feb-2008,2008,2,-0.04888653,-0.60503824,3.5257142,4.1009521,823.64655,6.9990478,-38.846985,465.0143552,1472.6976,458.13086
01-Mar-2008,2008,3,0.0291067,-0.5644706,3.5910525,3.9884212,818.74084,7.7164998,-43.987209,467.7955856,1471.5221,458.38934
01-Apr-2008,2008,4,0.00095366,0.04997474,3.885,4.2422729,823.42639,6.7913637,-45.425255,468.7763484,1472.3101,458.61688
01-May-2008,2008,5,-0.0109625,-0.42531973,4.1119046,4.3633332,824.58545,5.8540907,-44.18911,468.0926798,1471.5457,458.83499
01-Jun-2008,2008,6,0.14343617,-0.43398363,4.5485716,4.644762,816.78992,6.4752378,-44.162365,467.8327707,1471.2672,458.95505
01-Jul-2008,2008,7,-0.08438024,1.35320062,4.5126085,4.6330433,810.10883,8.1334782,-45.548435,467.944243,1471.0192,458.92307
01-Aug-2008,2008,8,-0.0411749,-0.63727,4.3076191,4.3580952,811.54022,8.7033329,-40.359627,465.4817126,1471.2566,458.96634
01-Sep-2008,2008,9,-0.00681325,-0.75548351,4.0890908,4.3022728,806.8291,9.7995453,-36.239868,464.2273274,1471.1816,459.12744
01-Oct-2008,2008,10,-0.05648127,-0.81076049,2.7086957,4.1552176,787.0163,17.016956,-28.618418,461.8777189,1470.4915,459.38443
01-Nov-2008,2008,11,0.196883,-1.30428193,2.177,3.891,780.32196,20.212,-24.149876,461.0356713,1469.1801,459.54971
01-Dec-2008,2008,12,0.04901022,-1.47784599,1.8894737,3.3894737,778.69861,22.780455,-29.522648,465.8521361,1468.4624,459.60168
01-Jan-2009,2009,1,-0.0241724,-0.57152648,1.3880953,3.4685714,775.61047,18.936666,-28.031738,466.032103,1467.189,459.69934
01-Feb-2009,2009,2,-0.05621161,-0.45809168,1.1135,3.5540001,767.60187,19.9205,-24.562712,465.4626795,1466.3195,459.74966
01-Mar-2009,2009,3,0.00405386,0.22865964,0.9768182,3.5018182,759.64661,21.455,-26.575237,467.5255794,1465.7679,459.69238
01-Apr-2009,2009,4,0.08112619,-0.05106089,1.0235,3.5815001,772.13983,18.942381,-27.682699,466.494739,1466.3002,459.73047
01-May-2009,2009,5,-0.02358817,-0.29222154,0.94950002,3.8104999,779.52222,17.14381,-31.103138,466.9927433,1465.9692,459.69327
01-Jun-2009,2009,6,0.03827651,0.01202429,0.95272726,3.8968182,780.3194,14.794545,-33.760757,468.1668157,1466.1803,459.71765
01-Jul-2009,2009,7,-0.06540118,-1.66959763,0.73826087,3.7047827,780.7641,13.574347,-34.268448,467.9535268,1466.8198,459.73105
01-Aug-2009,2009,8,0.00170221,-0.09544789,0.79285711,3.5942857,790.17297,10.863334,-35.541199,468.0092113,1466.1121,459.81158
01-Sep-2009,2009,9,-0.04256837,-0.21909921,0.67909092,3.5618181,794.7052,9.8136368,-37.573898,469.0797272,1466.5702,459.90097
01-Oct-2009,2009,10,-0.0231514,-0.17340042,0.82545453,3.5459092,796.0271,8.636364,-39.310486,469.8842662,1466.7881,460.04901
01-Nov-2009,2009,11,-0.01509742,0.80755114,0.78285712,3.5519047,795.26898,8.3195238,-39.972271,469.8933716,1466.8633,460.14847
01-Dec-2009,2009,12,-0.03891098,0.31481738,0.75550002,3.4860001,797.49677,7.8027272,-37.91869,468.8223741,1467.353,460.15115
01-Jan-2010,2010,1,-0.01146139,-0.18183071,0.708,3.5655,797.97614,6.8724999,-35.564182,466.6265285,1466.6638,460.11795
01-Feb-2010,2010,2,-0.00493536,-0.95750631,0.611,3.4560001,791.09393,7.1809998,-31.371456,464.04408,1467.3423,460.07651
01-Mar-2010,2010,3,-0.01231379,0.30775521,0.55043477,3.392174,796.90405,6.811739,-30.51269,462.9960355,1468.1456,460.15421
01-Apr-2010,2010,4,0.0043003,-0.10028073,0.53049999,3.3564999,798.49841,6.0823808,-29.305843,461.5318517,1468.0712,460.23987
01-May-2010,2010,5,0.00801934,-0.69277171,0.28095239,3.0485713,787.87708,7.3409524,-22.80962,458.2924577,1468.1332,460.29999
01-Jun-2010,2010,6,-0.00329712,0.68781436,0.255,2.8763638,787.87628,8.0263634,-19.949142,456.3305982,1468.8779,460.41052
01-Jul-2010,2010,7,0.04608401,0.57679091,0.49681818,2.8495455,788.92023,7.2672725,-24.438566,458.4048689,1468.5963,460.6026
01-Aug-2010,2010,8,-0.0098585,-0.60187301,0.47590908,2.590909,790.50854,6.645,-25.405279,458.0979947,1468.6277,460.73935
01-Sep-2010,2010,9,-0.01302859,-0.11866376,0.52227271,2.5090909,792.51398,6.213182,-26.723234,458.4048689,1469.1359,460.80838
01-Oct-2010,2010,10,-0.00122733,0.0691708,0.74714285,2.5557144,794.35358,5.5323811,-32.911861,461.8185123,1469.8442,460.87424
01-Nov-2010,2010,11,-0.00802085,-0.12471508,0.80136365,2.7654545,794.05475,5.7763638,-31.168982,460.6669062,1469.3329,460.91394
01-Dec-2010,2010,12,-0.02720094,-0.28737538,0.64190477,3.1761906,794.63843,5.9965219,-27.912958,458.4967479,1469.09,460.96045
01-Jan-2011,2011,1,0.03516476,-0.01616467,0.75904763,3.2561905,797.24445,5.5138097,-28.94626,458.4252938,1469.8573,461.04587
01-Feb-2011,2011,2,-0.03779849,0.15811866,1.059,3.4295001,801.15442,5.0089998,-31.104633,459.7138014,1470.4604,461.08984
01-Mar-2011,2011,3,0.12741799,-0.15745933,1.2269565,3.4347825,796.88751,5.0573912,-33.636719,461.3039144,1470.1704,461.2099
01-Apr-2011,2011,4,0.01634949,0.34226461,1.4078947,3.5705264,798.84985,4.8755002,-36.745132,462.8105157,1470.1991,461.32544
01-May-2011,2011,5,-0.10202556,0.22645333,1.444091,3.2927272,796.73102,4.9836364,-36.091667,462.045281,1470.149,461.42703
01-Jun-2011,2011,6,-0.01723008,0.20654227,1.3622727,3.1422727,792.52991,5.4745455,-36.378365,462.192897,1470.1141,461.48642
01-Jul-2011,2011,7,0.01373823,0.64546647,1.242381,2.96,791.66241,5.9895239,-35.511543,461.2939923,1470.1401,461.57831
01-Aug-2011,2011,8,-0.15934806,-1.19662958,0.75,2.4743478,773.81903,7.8413043,-36.06657,461.7197566,1470.2461,461.70288
01-Sep-2011,2011,9,0.00152807,-0.34556551,0.37181818,2.0259089,766.05737,9.1831818,-31.974121,460.8763721,1470.1379,461.84824
01-Oct-2011,2011,10,0.15148492,-0.8744957,0.42619047,2.2176189,774.52209,9.1766663,-31.50923,461.3237557,1469.6948,462.00644
01-Nov-2011,2011,11,-0.12833746,0.16790254,0.22772728,2.1127272,771.34967,8.9309092,-30.415195,460.8962984,1469.8606,462.11533
01-Dec-2011,2011,12,-0.0058921,-1.14186083,0.057142857,2.1833334,773.31384,9.6523809,-27.593664,459.2388852,1470.0739,462.19119
01-Jan-2012,2012,1,-0.00200203,-0.8559145,0.056363638,2.0177274,777.55145,9.4971428,-25.495279,457.0889252,1470.2365,462.30762
01-Feb-2012,2012,2,0.00100112,0.46465873,0.1395238,2.0509524,782.73071,8.0990477,-27.941038,457.4710979,1469.1394,462.38611
01-Mar-2012,2012,3,-0.00144984,-0.23682095,0.12272727,2.0513637,783.6673,7.2281818,-27.768467,457.7079306,1469.8988,462.50375
01-Apr-2012,2012,4,0.00082266,-0.20176645,0.081052631,1.8657895,775.79114,7.6830001,-27.471287,457.5432368,1469.0544,462.63486
01-May-2012,2012,5,0.01470268,-1.05730906,0.033181816,1.5763637,769.51807,8.2082605,-24.584137,456.4139836,1469.4769,462.67023
01-Jun-2012,2012,6,0.02637532,-0.62052728,0.013809524,1.5342857,767.42908,8.4785709,-22.521875,455.7764064,1469.5028,462.77435
01-Jul-2012,2012,7,-0.11023113,-1.55924456,-0.056363635,1.4104545,772.21454,8.2245455,-20.601181,453.7533537,1469.2946,462.87726
01-Aug-2012,2012,8,0.02916996,-2.76954372,-0.074347824,1.52,779.31879,7.596087,-21.506769,453.7105455,1469.3135,462.98163
01-Sep-2012,2012,9,0.0036362,1.15497069,-0.033500001,1.628,783.60718,6.849,-25.112087,455.9230954,1469.2012,463.09985
01-Oct-2012,2012,10,0.0044187,-0.09719345,-0.01173913,1.6130435,782.53564,6.5204544,-26.036272,456.4452353,1468.9138,463.18604
01-Nov-2012,2012,11,0.0122973,-0.03763116,-0.037727274,1.4918182,782.95038,6.3195453,-24.899418,455.902153,1468.9169,463.24933
01-Dec-2012,2012,12,-0.00846141,-0.01769183,-0.050000001,1.4570588,787.30048,5.6859999,-27.147078,457.3679519,1468.8184,463.40009
01-Jan-2013,2013,1,0.01459521,0.33228741,0.053636365,1.6045455,790.64648,5.0236363,-28.421143,458.7718792,1468.0912,463.60074
01-Feb-2013,2013,2,-0.01585986,-0.04977289,0.068499997,1.631,787.48267,5.3695002,-28.953901,459.7843411,1468.1761,463.75568
01-Mar-2013,2013,3,0.01279714,-0.06061496,-0.0065,1.478,789.35297,5.197,-25.954004,458.169683,1469.0208,463.93454
01-Apr-2013,2013,4,-0.00228617,-0.82610697,0.00047619,1.3190476,787.6958,5.0890908,-26.433622,458.4048689,1468.7705,463.99026
01-May-2013,2013,5,-0.01053415,0.00368933,-0.011818182,1.4263636,793.22144,4.6169567,-26.09516,458.5783472,1469.1558,464.05539
01-Jun-2013,2013,6,0.01675042,-0.74049034,0.061999999,1.652,788.41534,5.2154999,-27.673717,460.4369866,1468.9257,464.11551
01-Jul-2013,2013,7,-0.01813524,1.60533889,0.042608697,1.686087,789.58026,5.3356524,-26.845003,460.4269781,1469.2645,464.11868
01-Aug-2013,2013,8,0.00837382,0.22211859,0.080909088,1.8863636,793.86707,4.880476,-28.588503,461.7296366,1469.368,464.14032
01-Sep-2013,2013,9,-0.00487435,0.11963388,0.093333334,1.9995238,795.99426,4.79,-28.87182,461.7197566,1469.422,464.19162
01-Oct-2013,2013,10,0.00064975,-0.20135407,0.076956518,1.893913,800.24927,4.5256519,-31.002663,462.5266888,1469.5326,464.23486
01-Nov-2013,2013,11,-0.01170647,0.9225278,0.056666669,1.8347619,802.48383,4.3314285,-29.956768,462.4874769,1469.8066,464.33075
01-Dec-2013,2013,12,0.01328731,-0.34621652,0.12,1.9711111,800.95551,3.7004762,-31.505722,463.9185065,1469.5311,464.46295
01-Jan-2014,2014,1,-0.00745502,-0.35126327,0.10545454,1.945909,803.65643,3.5718181,-30.823122,463.9378357,1469.9226,464.64175
01-Feb-2014,2014,2,0.03899579,0.02410252,0.067999996,1.724,803.43628,3.4749999,-31.175472,464.265863,1470.3029,464.74365
01-Mar-2014,2014,3,0.04106641,-0.32006225,0.12142857,1.6671429,803.71094,3.1542857,-32.370281,465.3293461,1469.943,464.79596
01-Apr-2014,2014,4,0.02212865,0.7940191,0.138,1.628,806.19147,3.0257142,-32.298374,464.9761069,1470.2601,464.81677
01-May-2014,2014,5,0.00422368,0.24032696,0.081428573,1.4861904,807.00482,3.0945454,-31.712114,464.2273274,1470.1338,464.80627
01-Jun-2014,2014,6,-0.02315795,0.75852165,0.013809524,1.4104762,809.30267,3.065238,-30.692024,463.3757643,1470.1713,464.84586
01-Jul-2014,2014,7,-0.00478437,0.48136635,0,1.2586956,806.84088,3.3652174,-30.298178,462.9472479,1470.4023,464.9082
01-Aug-2014,2014,8,0.00253349,0.01837922,-0.017142856,1.0809524,803.54492,3.6719048,-28.636919,462.3108331,1470.7173,465.008
01-Sep-2014,2014,9,-0.06255296,0.99429229,-0.069545455,1.0331818,808.12402,3.655,-25.469255,460.7168189,1470.827,465.12674
01-Oct-2014,2014,10,0.00500119,-1.61119242,-0.056363635,0.90681821,801.58679,4.1034784,-23.685165,460.1162165,1471.0226,465.25449
01-Nov-2014,2014,11,0.00251874,1.19355648,-0.024,0.847,804.73108,3.839,-22.091156,460.0660031,1471.0206,465.4021
01-Dec-2014,2014,12,0.00743632,-1.63189595,-0.048421051,0.70473683,805.79938,3.9568181,-20.95195,460.7567311,1471.1907,465.53134
